id,email_normalized,message_bounce,name,complete_name,lang,tz,comment,active,type,street,street2,city,country_id/id,partner_latitude,partner_longitude,email,phone,mobile,company_id/id,color,partner_share,commercial_company_name,company_name,contact_address_complete,signup_type,calendar_last_notif_ack,team_id/id,partner_gid,ocn_token,debit_limit,invoice_warn,supplier_rank,customer_rank,picking_warn,purchase_warn,sale_warn,followup_reminder_type,x_studio_vat_registration_status,x_studio_svat_registration_status,x_studio_bank_guarantee_amount,x_studio_payment_method
res_partner_test_1773735659547_emp_test_employee,test.1773735659547@test.example.com,0,[TEST-1773735659547]-EMP Test Employee,[TEST-1773735659547]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773735659547@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 08:21:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773735670227_emp_test_employee,test.1773735670227@test.example.com,0,[TEST-1773735670227]-EMP Test Employee,[TEST-1773735670227]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773735670227@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 08:21:21,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773735713181_emp_test_employee,test.1773735713181@test.example.com,0,[TEST-1773735713181]-EMP Test Employee,[TEST-1773735713181]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773735713181@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 08:22:04,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773806486569_emp_test_employee,test.1773806486569@test.example.com,0,[TEST-1773806486569]-EMP Test Employee,[TEST-1773806486569]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773806486569@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:01:40,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773806530506_emp_test_employee,test.1773806530506@test.example.com,0,[TEST-1773806530506]-EMP Test Employee,[TEST-1773806530506]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773806530506@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:02:24,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773806703727_emp_test_employee,test.1773806703727@test.example.com,0,[TEST-1773806703727]-EMP Test Employee,[TEST-1773806703727]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773806703727@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:05:17,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773806747624_emp_test_employee,test.1773806747624@test.example.com,0,[TEST-1773806747624]-EMP Test Employee,[TEST-1773806747624]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773806747624@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:06:01,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773806986830_emp_test_employee,test.1773806986830@test.example.com,0,[TEST-1773806986830]-EMP Test Employee,[TEST-1773806986830]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773806986830@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:10:00,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773807026912_emp_test_employee,test.1773807026912@test.example.com,0,[TEST-1773807026912]-EMP Test Employee,[TEST-1773807026912]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773807026912@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:10:40,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773807149157_emp_test_employee,test.1773807149157@test.example.com,0,[TEST-1773807149157]-EMP Test Employee,[TEST-1773807149157]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773807149157@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:12:42,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773807189014_emp_test_employee,test.1773807189014@test.example.com,0,[TEST-1773807189014]-EMP Test Employee,[TEST-1773807189014]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773807189014@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 04:13:22,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773815723774_emp_test_employee,test.1773815723774@test.example.com,0,[TEST-1773815723774]-EMP Test Employee,[TEST-1773815723774]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773815723774@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:35:38,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773815986369_emp_test_employee,test.1773815986369@test.example.com,0,[TEST-1773815986369]-EMP Test Employee,[TEST-1773815986369]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773815986369@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:40:00,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816034767_emp_test_employee,test.1773816034767@test.example.com,0,[TEST-1773816034767]-EMP Test Employee,[TEST-1773816034767]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816034767@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:40:48,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816185455_emp_test_employee,test.1773816185455@test.example.com,0,[TEST-1773816185455]-EMP Test Employee,[TEST-1773816185455]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816185455@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:43:19,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816573235_emp_test_employee,test.1773816573235@test.example.com,0,[TEST-1773816573235]-EMP Test Employee,[TEST-1773816573235]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816573235@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:49:47,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816767581_emp_test_employee,test.1773816767581@test.example.com,0,[TEST-1773816767581]-EMP Test Employee,[TEST-1773816767581]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816767581@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:53:01,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816905156_emp_test_employee,test.1773816905156@test.example.com,0,[TEST-1773816905156]-EMP Test Employee,[TEST-1773816905156]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816905156@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:55:21,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816928056_emp_test_employee,test.1773816928056@test.example.com,0,[TEST-1773816928056]-EMP Test Employee,[TEST-1773816928056]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816928056@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:55:42,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816948631_emp_test_employee,test.1773816948631@test.example.com,0,[TEST-1773816948631]-EMP Test Employee,[TEST-1773816948631]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816948631@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:56:02,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773816986432_emp_test_employee,test.1773816986432@test.example.com,0,[TEST-1773816986432]-EMP Test Employee,[TEST-1773816986432]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773816986432@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:56:40,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817102495_emp_test_employee,test.1773817102495@test.example.com,0,[TEST-1773817102495]-EMP Test Employee,[TEST-1773817102495]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817102495@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 06:58:36,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817352468_emp_test_employee,test.1773817352468@test.example.com,0,[TEST-1773817352468]-EMP Test Employee,[TEST-1773817352468]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817352468@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:02:47,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817359795_emp_test_employee,test.1773817359795@test.example.com,0,[TEST-1773817359795]-EMP Test Employee,[TEST-1773817359795]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817359795@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:02:53,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817398654_emp_test_employee,test.1773817398654@test.example.com,0,[TEST-1773817398654]-EMP Test Employee,[TEST-1773817398654]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817398654@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:03:32,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817500539_emp_test_employee,test.1773817500539@test.example.com,0,[TEST-1773817500539]-EMP Test Employee,[TEST-1773817500539]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817500539@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:05:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817539813_emp_test_employee,test.1773817539813@test.example.com,0,[TEST-1773817539813]-EMP Test Employee,[TEST-1773817539813]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817539813@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:05:53,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773817917568_emp_test_employee,test.1773817917568@test.example.com,0,[TEST-1773817917568]-EMP Test Employee,[TEST-1773817917568]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773817917568@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:12:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773818032419_emp_test_employee,test.1773818032419@test.example.com,0,[TEST-1773818032419]-EMP Test Employee,[TEST-1773818032419]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773818032419@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:14:06,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773818260711_emp_test_employee,test.1773818260711@test.example.com,0,[TEST-1773818260711]-EMP Test Employee,[TEST-1773818260711]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773818260711@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:17:54,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773818519564_emp_test_employee,test.1773818519564@test.example.com,0,[TEST-1773818519564]-EMP Test Employee,[TEST-1773818519564]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773818519564@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:22:13,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773818694457_emp_test_employee,test.1773818694457@test.example.com,0,[TEST-1773818694457]-EMP Test Employee,[TEST-1773818694457]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773818694457@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:25:08,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773818751317_emp_test_employee,test.1773818751317@test.example.com,0,[TEST-1773818751317]-EMP Test Employee,[TEST-1773818751317]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773818751317@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:26:05,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773818882702_emp_test_employee,test.1773818882702@test.example.com,0,[TEST-1773818882702]-EMP Test Employee,[TEST-1773818882702]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773818882702@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:28:16,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773819195248_emp_test_employee,test.1773819195248@test.example.com,0,[TEST-1773819195248]-EMP Test Employee,[TEST-1773819195248]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773819195248@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:33:29,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773819316299_emp_test_employee,test.1773819316299@test.example.com,0,[TEST-1773819316299]-EMP Test Employee,[TEST-1773819316299]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773819316299@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:35:30,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773819647451_emp_test_employee,test.1773819647451@test.example.com,0,[TEST-1773819647451]-EMP Test Employee,[TEST-1773819647451]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773819647451@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:41:01,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773820020845_emp_test_employee,test.1773820020845@test.example.com,0,[TEST-1773820020845]-EMP Test Employee,[TEST-1773820020845]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773820020845@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:47:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773820229241_emp_test_employee,test.1773820229241@test.example.com,0,[TEST-1773820229241]-EMP Test Employee,[TEST-1773820229241]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773820229241@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:50:43,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773820304288_emp_test_employee,test.1773820304288@test.example.com,0,[TEST-1773820304288]-EMP Test Employee,[TEST-1773820304288]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773820304288@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:51:58,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773820500699_emp_test_employee,test.1773820500699@test.example.com,0,[TEST-1773820500699]-EMP Test Employee,[TEST-1773820500699]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773820500699@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:55:15,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773820781822_emp_test_employee,test.1773820781822@test.example.com,0,[TEST-1773820781822]-EMP Test Employee,[TEST-1773820781822]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773820781822@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 07:59:55,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773820979559_emp_test_employee,test.1773820979559@test.example.com,0,[TEST-1773820979559]-EMP Test Employee,[TEST-1773820979559]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773820979559@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:03:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821174664_emp_test_employee,test.1773821174664@test.example.com,0,[TEST-1773821174664]-EMP Test Employee,[TEST-1773821174664]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821174664@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:06:28,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821234231_emp_test_employee,test.1773821234231@test.example.com,0,[TEST-1773821234231]-EMP Test Employee,[TEST-1773821234231]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821234231@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:07:27,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821263306_emp_test_employee,test.1773821263306@test.example.com,0,[TEST-1773821263306]-EMP Test Employee,[TEST-1773821263306]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821263306@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:07:56,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821266435_emp_test_employee,test.1773821266435@test.example.com,0,[TEST-1773821266435]-EMP Test Employee,[TEST-1773821266435]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821266435@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:08:00,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821270774_emp_test_employee,test.1773821270774@test.example.com,0,[TEST-1773821270774]-EMP Test Employee,[TEST-1773821270774]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821270774@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:08:05,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821279185_emp_test_employee,test.1773821279185@test.example.com,0,[TEST-1773821279185]-EMP Test Employee,[TEST-1773821279185]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821279185@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:08:12,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821285856_emp_test_employee,test.1773821285856@test.example.com,0,[TEST-1773821285856]-EMP Test Employee,[TEST-1773821285856]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821285856@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:08:19,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821324533_emp_test_employee,test.1773821324533@test.example.com,0,[TEST-1773821324533]-EMP Test Employee,[TEST-1773821324533]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821324533@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:08:58,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821337447_emp_test_employee,test.1773821337447@test.example.com,0,[TEST-1773821337447]-EMP Test Employee,[TEST-1773821337447]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821337447@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:09:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821337447_emp_test_employee_cop,,0,[TEST-1773821337447]-EMP Test Employee (copy),[TEST-1773821337447]-EMP Test Employee (copy),en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:09:12,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821390939_dupname_duplicate_emp,test.1773821390939@test.example.com,0,[TEST-1773821390939]-DUPNAME Duplicate Employee,[TEST-1773821390939]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821390939@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:10:09,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821390939_dupname_duplicate_emp_7024,test.1773821390939@test.example.com,0,[TEST-1773821390939]-DUPNAME Duplicate Employee,[TEST-1773821390939]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821390939@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:10:06,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821390939_dupname_duplicate_emp_7023,test.1773821390939@test.example.com,0,[TEST-1773821390939]-DUPNAME Duplicate Employee,[TEST-1773821390939]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821390939@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:10:06,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821406940_inv_email_test,,0,[TEST-1773821406940]-INV-EMAIL Test,[TEST-1773821406940]-INV-EMAIL Test,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,not-a-valid-email,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:10:19,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821416771_emp_test_employee,test.1773821416771@test.example.com,0,[TEST-1773821416771]-EMP Test Employee,[TEST-1773821416771]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821416771@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:10:32,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773821452780_emp_test_employee,test.1773821452780@test.example.com,0,[TEST-1773821452780]-EMP Test Employee,[TEST-1773821452780]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773821452780@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-18 08:11:08,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
